NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
POSITIVE REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050850	POSITIVE REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050850		15	0.62575084	1.3339317	0.1390845	0.20795791	1.0	40	tags=13%, list=0%, signal=13%	
TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS%REACTOME%R-HSA-9616222.3	TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS%REACTOME%R-HSA-9616222.3		22	0.5766207	1.3336765	0.12345679	0.20815073	1.0	1284	tags=36%, list=16%, signal=43%	
REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0002028	REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0002028		28	0.5566958	1.3334464	0.084690556	0.20828839	1.0	1628	tags=43%, list=20%, signal=53%	
EMBRYO DEVELOPMENT%GOBP%GO:0009790	EMBRYO DEVELOPMENT%GOBP%GO:0009790		130	0.44035208	1.3332002	0.044098575	0.2084996	1.0	1537	tags=26%, list=19%, signal=32%	
RESPONSE TO STARVATION%GOBP%GO:0042594	RESPONSE TO STARVATION%GOBP%GO:0042594		106	0.45108163	1.332862	0.053206004	0.208797	1.0	1506	tags=26%, list=18%, signal=32%	
REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903305	REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903305		41	0.52471036	1.3328005	0.08748115	0.20872292	1.0	1135	tags=20%, list=14%, signal=23%	
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568		92	0.45491463	1.3322746	0.056	0.20927365	1.0	1222	tags=25%, list=15%, signal=29%	
LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.2	LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.2		54	0.49322218	1.3319688	0.09985528	0.20954174	1.0	1064	tags=28%, list=13%, signal=32%	
PARASITE INFECTION%REACTOME%R-HSA-9664407.2	PARASITE INFECTION%REACTOME%R-HSA-9664407.2		54	0.49322218	1.3312495	0.08689024	0.21034414	1.0	1064	tags=28%, list=13%, signal=32%	
BCR SIGNALING PATHWAY%PATHWHIZ%PW070885	BCR SIGNALING PATHWAY%PATHWHIZ%PW070885		30	0.53276443	1.3311653	0.11570248	0.21027714	1.0	1401	tags=37%, list=17%, signal=44%	
REGULATION OF CELL SHAPE%GOBP%GO:0008360	REGULATION OF CELL SHAPE%GOBP%GO:0008360		57	0.48703033	1.3311304	0.078947365	0.21015832	1.0	1387	tags=33%, list=17%, signal=40%	
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263	POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263		43	0.50980514	1.3309433	0.1	0.21024862	1.0	1308	tags=28%, list=16%, signal=33%	
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY		27	0.5440043	1.3308308	0.12876254	0.21024442	1.0	1635	tags=33%, list=20%, signal=42%	
NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272	NEGATIVE REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032272		28	0.55020034	1.3307059	0.12540193	0.21024106	1.0	861	tags=29%, list=11%, signal=32%	
FAS SIGNALING PATHWAY%PANTHER PATHWAY%P00020	FAS SIGNALING PATHWAY%PANTHER PATHWAY%P00020		23	0.56454605	1.3299176	0.115755625	0.21113019	1.0	808	tags=22%, list=10%, signal=24%	
CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345	CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345		219	0.4103505	1.329696	0.028335301	0.21131198	1.0	1030	tags=17%, list=13%, signal=19%	
POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921	POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921		39	0.5165126	1.3295428	0.09384616	0.21137913	1.0	792	tags=18%, list=10%, signal=20%	
PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006654	PHOSPHATIDIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0006654		16	0.6074031	1.329227	0.1370826	0.21163318	1.0	1485	tags=44%, list=18%, signal=53%	
PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120031	PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120031		171	0.4255392	1.3290154	0.040201005	0.21176319	1.0	860	tags=12%, list=10%, signal=13%	
INTRACELLULAR TRAFFICKING PROTEINS INVOLVED IN CMT NEUROPATHY%WIKIPATHWAYS_20240310%WP4856%HOMO SAPIENS	INTRACELLULAR TRAFFICKING PROTEINS INVOLVED IN CMT NEUROPATHY%WIKIPATHWAYS_20240310%WP4856%HOMO SAPIENS		15	0.6194188	1.3288693	0.13653137	0.21181348	1.0	1726	tags=47%, list=21%, signal=59%	
REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043122	REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043122		154	0.4275269	1.3286719	0.04244694	0.21191546	1.0	821	tags=16%, list=10%, signal=17%	
ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:0009887	ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:0009887		118	0.43444815	1.3284581	0.046767537	0.21203485	1.0	1708	tags=42%, list=21%, signal=52%	
BACTERIAL INFECTION PATHWAYS%REACTOME%R-HSA-9824439.2	BACTERIAL INFECTION PATHWAYS%REACTOME%R-HSA-9824439.2		45	0.50676715	1.3284407	0.103186645	0.21189213	1.0	602	tags=18%, list=7%, signal=19%	
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE/PROTEIN KINASE B SIGNAL TRANSDUCTION%GOBP%GO:0051896	REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE/PROTEIN KINASE B SIGNAL TRANSDUCTION%GOBP%GO:0051896		88	0.45487007	1.3280797	0.06500692	0.21223918	1.0	1567	tags=34%, list=19%, signal=42%	
CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0016051	CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0016051		40	0.51197696	1.3280559	0.09148265	0.21210146	1.0	1673	tags=35%, list=20%, signal=44%	
RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007266	RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007266		30	0.54525006	1.3278843	0.1014975	0.21217826	1.0	1733	tags=40%, list=21%, signal=51%	
REGULATION OF GROWTH%GOBP%GO:0040008	REGULATION OF GROWTH%GOBP%GO:0040008		170	0.42771828	1.3278791	0.03787879	0.21202525	1.0	1268	tags=22%, list=15%, signal=26%	
PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024	PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024		20	0.580896	1.3275342	0.12854758	0.21232474	1.0	890	tags=30%, list=11%, signal=34%	
TIGHT JUNCTION ASSEMBLY%GOBP%GO:0120192	TIGHT JUNCTION ASSEMBLY%GOBP%GO:0120192		19	0.59410393	1.3273127	0.13322091	0.21247192	1.0	1049	tags=32%, list=13%, signal=36%	
RETINOIC ACID RECEPTORS-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RETINOIC ACID RECEPTORS-MEDIATED SIGNALING	RETINOIC ACID RECEPTORS-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RETINOIC ACID RECEPTORS-MEDIATED SIGNALING		26	0.5555975	1.3267721	0.11295681	0.21303701	1.0	733	tags=15%, list=9%, signal=17%	
GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503	GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503		17	0.6048171	1.3263785	0.12255773	0.21340941	1.0	431	tags=18%, list=5%, signal=19%	
REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION	REGULATION OF RAS FAMILY ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAS FAMILY ACTIVATION		21	0.58314943	1.3261552	0.121993124	0.21357886	1.0	1401	tags=29%, list=17%, signal=34%	
PHOSPHATIDIC ACID METABOLIC PROCESS%GOBP%GO:0046473	PHOSPHATIDIC ACID METABOLIC PROCESS%GOBP%GO:0046473		16	0.6074031	1.3261216	0.13513513	0.21345803	1.0	1485	tags=44%, list=18%, signal=53%	
LEUKOCYTE HOMEOSTASIS%GOBP%GO:0001776	LEUKOCYTE HOMEOSTASIS%GOBP%GO:0001776		26	0.5527994	1.3260357	0.116949156	0.21339804	1.0	436	tags=19%, list=5%, signal=20%	
AUTOPHAGY OF MITOCHONDRION%GOBP%GO:0000422	AUTOPHAGY OF MITOCHONDRION%GOBP%GO:0000422		22	0.5858436	1.325958	0.118699186	0.21335189	1.0	886	tags=27%, list=11%, signal=30%	
EXOCYTIC PROCESS%GOBP%GO:0140029	EXOCYTIC PROCESS%GOBP%GO:0140029		33	0.5287893	1.3257961	0.1095008	0.21339181	1.0	1963	tags=39%, list=24%, signal=52%	
OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS	OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS		22	0.57716745	1.3257945	0.12328767	0.21323095	1.0	1711	tags=50%, list=21%, signal=63%	
NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 81%1251985	NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 81%1251985		15	0.62007153	1.3254167	0.12410072	0.21356115	1.0	867	tags=27%, list=11%, signal=30%	
CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773	CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773		16	0.6205511	1.3252584	0.12392427	0.21362458	1.0	641	tags=19%, list=8%, signal=20%	
GLIOBLASTOMA SIGNALING PATHWAYS%WIKIPATHWAYS_20240310%WP2261%HOMO SAPIENS	GLIOBLASTOMA SIGNALING PATHWAYS%WIKIPATHWAYS_20240310%WP2261%HOMO SAPIENS		48	0.5015789	1.3247273	0.08144797	0.214247	1.0	1626	tags=44%, list=20%, signal=54%	
CYTOKINETIC PROCESS%GOBP%GO:0032506	CYTOKINETIC PROCESS%GOBP%GO:0032506		22	0.5717428	1.3244959	0.13006757	0.21442941	1.0	943	tags=32%, list=12%, signal=36%	
VESICLE ORGANIZATION%GOBP%GO:0016050	VESICLE ORGANIZATION%GOBP%GO:0016050		208	0.41087666	1.323372	0.028402368	0.21590386	1.0	995	tags=16%, list=12%, signal=18%	
APOPTOSIS RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20240310%WP2864%HOMO SAPIENS	APOPTOSIS RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20240310%WP2864%HOMO SAPIENS		26	0.5565451	1.323285	0.098846786	0.21585767	1.0	1572	tags=46%, list=19%, signal=57%	
POSITIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905898	POSITIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905898		23	0.5712191	1.3230124	0.12627986	0.21605587	1.0	401	tags=13%, list=5%, signal=14%	
RECYCLING PATHWAY OF L1%REACTOME%R-HSA-437239.3	RECYCLING PATHWAY OF L1%REACTOME%R-HSA-437239.3		22	0.57649237	1.322901	0.12914485	0.21604417	1.0	1331	tags=32%, list=16%, signal=38%	
ADP METABOLIC PROCESS%GOBP%GO:0046031	ADP METABOLIC PROCESS%GOBP%GO:0046031		22	0.5685068	1.3219817	0.12289562	0.21714886	1.0	997	tags=32%, list=12%, signal=36%	
SYMBIONT ENTRY INTO HOST%GOBP%GO:0044409	SYMBIONT ENTRY INTO HOST%GOBP%GO:0044409		19	0.5782816	1.3218362	0.12649573	0.21719113	1.0	1157	tags=26%, list=14%, signal=31%	
RESPONSE TO BMP%GOBP%GO:0071772	RESPONSE TO BMP%GOBP%GO:0071772		16	0.6205511	1.3217316	0.104273506	0.21716803	1.0	641	tags=19%, list=8%, signal=20%	
EMBRYONIC HEART TUBE DEVELOPMENT%GOBP%GO:0035050	EMBRYONIC HEART TUBE DEVELOPMENT%GOBP%GO:0035050		15	0.62214494	1.3212029	0.12290503	0.21775205	1.0	718	tags=20%, list=9%, signal=22%	
POTASSIUM CHANNELS%REACTOME DATABASE ID RELEASE 81%1296071	POTASSIUM CHANNELS%REACTOME DATABASE ID RELEASE 81%1296071		17	0.6072844	1.3211474	0.13066202	0.21768486	1.0	461	tags=12%, list=6%, signal=12%	
REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893	REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893		33	0.5269184	1.320071	0.120661154	0.21900478	1.0	867	tags=21%, list=11%, signal=24%	
PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856	PHOSPHATIDYLINOSITOL DEPHOSPHORYLATION%GOBP%GO:0046856		16	0.6081663	1.3196284	0.13843352	0.21945266	1.0	1501	tags=31%, list=18%, signal=38%	
NEURON MIGRATION%GOBP%GO:0001764	NEURON MIGRATION%GOBP%GO:0001764		22	0.5735509	1.3195236	0.12807882	0.2194184	1.0	685	tags=18%, list=8%, signal=20%	
LXR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 81%9024446	LXR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 81%9024446		25	0.5591194	1.3192639	0.12690355	0.21962412	1.0	1517	tags=40%, list=19%, signal=49%	
INTRACELLULAR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030522	INTRACELLULAR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030522		83	0.45407778	1.3191772	0.06925208	0.21958196	1.0	1191	tags=19%, list=15%, signal=22%	
REGULATION OF PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0042306	REGULATION OF PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0042306		24	0.5644036	1.3190395	0.10406504	0.21958758	1.0	185	tags=13%, list=2%, signal=13%	
AMINE METABOLIC PROCESS%GOBP%GO:0009308	AMINE METABOLIC PROCESS%GOBP%GO:0009308		29	0.55070186	1.318979	0.11400651	0.21951683	1.0	1752	tags=45%, list=21%, signal=57%	
VIRAL LIFE CYCLE%GOBP%GO:0019058	VIRAL LIFE CYCLE%GOBP%GO:0019058		64	0.47464192	1.3188919	0.08848315	0.21947794	1.0	1251	tags=22%, list=15%, signal=26%	
TOLL LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20240310%WP3858%HOMO SAPIENS	TOLL LIKE RECEPTOR SIGNALING RELATED TO MYD88%WIKIPATHWAYS_20240310%WP3858%HOMO SAPIENS		18	0.614089	1.3180174	0.11774744	0.22054476	1.0	570	tags=17%, list=7%, signal=18%	
REGULATION OF SYNAPSE ORGANIZATION%GOBP%GO:0050807	REGULATION OF SYNAPSE ORGANIZATION%GOBP%GO:0050807		39	0.5137245	1.317794	0.11179173	0.22071601	1.0	407	tags=10%, list=5%, signal=11%	
POSITIVE REGULATION OF CELLULAR COMPONENT BIOGENESIS%GOBP%GO:0044089	POSITIVE REGULATION OF CELLULAR COMPONENT BIOGENESIS%GOBP%GO:0044089		227	0.41004685	1.3172109	0.022809124	0.22143349	1.0	1069	tags=19%, list=13%, signal=21%	
CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267	CELLULAR RESPONSE TO STARVATION%GOBP%GO:0009267		96	0.4500338	1.3169656	0.07172414	0.22165823	1.0	1034	tags=18%, list=13%, signal=20%	
RHOF GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9035034	RHOF GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9035034		26	0.542086	1.3169436	0.12307692	0.22153085	1.0	1889	tags=38%, list=23%, signal=50%	
ENDOMEMBRANE SYSTEM ORGANIZATION%GOBP%GO:0010256	ENDOMEMBRANE SYSTEM ORGANIZATION%GOBP%GO:0010256		284	0.40292457	1.3169007	0.013498313	0.22143455	1.0	1304	tags=21%, list=16%, signal=24%	
VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876	VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876		84	0.4560117	1.3167729	0.06488011	0.22145838	1.0	1141	tags=18%, list=14%, signal=21%	
REGULATION OF TOR SIGNALING%GOBP%GO:0032006	REGULATION OF TOR SIGNALING%GOBP%GO:0032006		95	0.44626582	1.3163356	0.05156038	0.22191377	1.0	913	tags=17%, list=11%, signal=19%	
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902903	REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902903		170	0.41915494	1.3149769	0.039215688	0.223673	1.0	1310	tags=23%, list=16%, signal=27%	
POSITIVE REGULATION OF JNK CASCADE%GOBP%GO:0046330	POSITIVE REGULATION OF JNK CASCADE%GOBP%GO:0046330		38	0.51427025	1.3146636	0.104	0.22396597	1.0	513	tags=21%, list=6%, signal=22%	
REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION%REACTOME%R-HSA-6804758.5	REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION%REACTOME%R-HSA-6804758.5		26	0.5600134	1.3138443	0.1179402	0.22498627	1.0	400	tags=12%, list=5%, signal=12%	
NUCLEOTIDE SALVAGE%REACTOME%R-HSA-8956321.3	NUCLEOTIDE SALVAGE%REACTOME%R-HSA-8956321.3		18	0.59877014	1.3138207	0.13391304	0.22485456	1.0	339	tags=17%, list=4%, signal=17%	
REGULATION OF PROTEIN SECRETION%GOBP%GO:0050708	REGULATION OF PROTEIN SECRETION%GOBP%GO:0050708		63	0.48151752	1.313642	0.09078212	0.22496499	1.0	1264	tags=29%, list=15%, signal=34%	
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026	REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026		429	0.39181077	1.3131964	0.008714597	0.2254258	1.0	1397	tags=26%, list=17%, signal=29%	
INTRACELLULAR SIGNALING BY SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 81%9006925	INTRACELLULAR SIGNALING BY SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 81%9006925		190	0.4151294	1.3124572	0.036540803	0.22636195	1.0	1229	tags=22%, list=15%, signal=25%	
NEGATIVE REGULATION OF TRANSPORT%GOBP%GO:0051051	NEGATIVE REGULATION OF TRANSPORT%GOBP%GO:0051051		152	0.42338297	1.3121294	0.04391468	0.2266901	1.0	1157	tags=19%, list=14%, signal=22%	
ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043542	ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043542		21	0.57163674	1.3118247	0.14333333	0.22695556	1.0	1144	tags=38%, list=14%, signal=44%	
POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952	POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952		86	0.44971293	1.3115609	0.075177304	0.22716497	1.0	825	tags=20%, list=10%, signal=22%	
CELL PROJECTION ASSEMBLY%GOBP%GO:0030031	CELL PROJECTION ASSEMBLY%GOBP%GO:0030031		177	0.41525617	1.3111626	0.03082614	0.22757348	1.0	1241	tags=16%, list=15%, signal=18%	
ION HOMEOSTASIS%REACTOME DATABASE ID RELEASE 81%5578775	ION HOMEOSTASIS%REACTOME DATABASE ID RELEASE 81%5578775		23	0.5644873	1.3110336	0.12703583	0.2275769	1.0	1105	tags=26%, list=13%, signal=30%	
POSITIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903532	POSITIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903532		80	0.4548416	1.3109883	0.07747489	0.22746235	1.0	1292	tags=26%, list=16%, signal=31%	
ENDODERM FORMATION%GOBP%GO:0001706	ENDODERM FORMATION%GOBP%GO:0001706		15	0.61184996	1.3107612	0.15904936	0.22762564	1.0	1157	tags=27%, list=14%, signal=31%	
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547	REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547		144	0.4240249	1.3107152	0.05443038	0.22751363	1.0	864	tags=17%, list=11%, signal=18%	
NEUTRAL LIPID METABOLIC PROCESS%GOBP%GO:0006638	NEUTRAL LIPID METABOLIC PROCESS%GOBP%GO:0006638		29	0.5323788	1.3104669	0.1391162	0.22773048	1.0	1830	tags=38%, list=22%, signal=49%	
RESPONSE TO HYPOXIA%GOBP%GO:0001666	RESPONSE TO HYPOXIA%GOBP%GO:0001666		77	0.45717436	1.3099021	0.079658605	0.22840632	1.0	1011	tags=27%, list=12%, signal=31%	
IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5	IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5		23	0.5548625	1.3097823	0.13117547	0.22841553	1.0	648	tags=26%, list=8%, signal=28%	
RHO GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9012999	RHO GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9012999		289	0.40285385	1.3097756	0.028153153	0.22825946	1.0	1543	tags=24%, list=19%, signal=29%	
REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032872	REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032872		21	0.576277	1.3097074	0.11413969	0.22819215	1.0	602	tags=19%, list=7%, signal=21%	
PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY		22	0.5635735	1.3096691	0.12720849	0.22809094	1.0	1406	tags=36%, list=17%, signal=44%	
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079		34	0.5329435	1.309265	0.11419753	0.22853123	1.0	972	tags=21%, list=12%, signal=23%	
PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY	PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY		29	0.53938097	1.3090773	0.13003096	0.22864075	1.0	1444	tags=31%, list=18%, signal=38%	
FAS%IOB%FAS	FAS%IOB%FAS		68	0.4677728	1.3089446	0.0911641	0.22863956	1.0	624	tags=16%, list=8%, signal=17%	
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK		42	0.5024526	1.308592	0.111455105	0.22897045	1.0	698	tags=17%, list=9%, signal=18%	
ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032509	ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032509		34	0.525774	1.3081557	0.11574074	0.22943236	1.0	730	tags=24%, list=9%, signal=26%	
POSITIVE REGULATION OF OSSIFICATION%GOBP%GO:0045778	POSITIVE REGULATION OF OSSIFICATION%GOBP%GO:0045778		18	0.5806386	1.3066176	0.14184397	0.23153682	1.0	648	tags=22%, list=8%, signal=24%	
POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036	POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036		22	0.5514337	1.3060715	0.14238952	0.23215322	1.0	953	tags=32%, list=12%, signal=36%	
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	HEART VALVE DEVELOPMENT%GOBP%GO:0003170		23	0.55122924	1.3059682	0.13986014	0.23211785	1.0	728	tags=30%, list=9%, signal=33%	
NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904950	NEGATIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904950		45	0.5058248	1.305592	0.108766235	0.23248044	1.0	1141	tags=22%, list=14%, signal=26%	
LIPID METABOLIC PROCESS%GOBP%GO:0006629	LIPID METABOLIC PROCESS%GOBP%GO:0006629		425	0.3914708	1.3053714	0.014176663	0.23262408	1.0	1300	tags=19%, list=16%, signal=21%	
PID_SHP2_PATHWAY%MSIGDB_C2%PID_SHP2_PATHWAY	PID_SHP2_PATHWAY%MSIGDB_C2%PID_SHP2_PATHWAY		31	0.5356667	1.3048655	0.1342812	0.23320739	1.0	1372	tags=35%, list=17%, signal=42%	
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032436	POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032436		38	0.51836723	1.3044132	0.103125	0.2337022	1.0	816	tags=21%, list=10%, signal=23%	
SPECIFICATION OF SYMMETRY%GOBP%GO:0009799	SPECIFICATION OF SYMMETRY%GOBP%GO:0009799		20	0.5743489	1.3040928	0.11921708	0.23402615	1.0	718	tags=20%, list=9%, signal=22%	
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731		47	0.48520818	1.3032043	0.107739	0.23518674	1.0	1089	tags=23%, list=13%, signal=27%	
MODIFICATION-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0019941	MODIFICATION-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0019941		313	0.39643407	1.3028128	0.020089285	0.23563546	1.0	1163	tags=19%, list=14%, signal=21%	
REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901016	REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:1901016		16	0.59891474	1.3027796	0.16666667	0.23551156	1.0	1105	tags=31%, list=13%, signal=36%	
NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000629	NEGATIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000629		15	0.60407984	1.3027622	0.16390423	0.2353632	1.0	2279	tags=73%, list=28%, signal=101%	
