NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BRANCHED-CHAIN AMINO ACID METABOLIC PROCESS%GOBP%GO:0009081	BRANCHED-CHAIN AMINO ACID METABOLIC PROCESS%GOBP%GO:0009081		19	-0.5222775	-1.2827945	0.16502462	0.27328527	1.0	3452	tags=68%, list=42%, signal=118%	
RECOMBINATIONAL REPAIR%GOBP%GO:0000725	RECOMBINATIONAL REPAIR%GOBP%GO:0000725		73	-0.39773437	-1.2794294	0.094339624	0.27789676	1.0	1963	tags=33%, list=24%, signal=43%	
MAPK6 MAPK4 SIGNALING%REACTOME DATABASE ID RELEASE 81%5687128	MAPK6 MAPK4 SIGNALING%REACTOME DATABASE ID RELEASE 81%5687128		70	-0.3988497	-1.2778448	0.096345514	0.2797836	1.0	1422	tags=39%, list=17%, signal=46%	
INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 81%9020702	INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 81%9020702		88	-0.3860237	-1.277799	0.062730625	0.27939513	1.0	1422	tags=33%, list=17%, signal=39%	
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY		20	-0.5071872	-1.2758712	0.15143603	0.28189436	1.0	2201	tags=30%, list=27%, signal=41%	
CELL RECOGNITION%GOBP%GO:0008037	CELL RECOGNITION%GOBP%GO:0008037		23	-0.49416807	-1.2751362	0.13456464	0.28253952	1.0	2355	tags=52%, list=29%, signal=73%	
DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME%R-HSA-606279.3	DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME%R-HSA-606279.3		19	-0.5261378	-1.2705948	0.17477876	0.28928822	1.0	2246	tags=37%, list=27%, signal=51%	
INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS%REACTOME%R-HSA-176033.4	INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS%REACTOME%R-HSA-176033.4		30	-0.46988267	-1.270204	0.13559322	0.28946656	1.0	1831	tags=50%, list=22%, signal=64%	
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 2 PROMOTER%REACTOME%R-HSA-76066.4	RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 2 PROMOTER%REACTOME%R-HSA-76066.4		22	-0.49386227	-1.270172	0.14039409	0.28904164	1.0	1424	tags=32%, list=17%, signal=38%	
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.4	B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.4		23	-0.49973407	-1.2692324	0.14248021	0.29009157	1.0	1993	tags=43%, list=24%, signal=57%	
GASTRIC CANCER NETWORK 2%WIKIPATHWAYS_20240310%WP2363%HOMO SAPIENS	GASTRIC CANCER NETWORK 2%WIKIPATHWAYS_20240310%WP2363%HOMO SAPIENS		20	-0.5065443	-1.2691077	0.14988814	0.28978524	1.0	1224	tags=35%, list=15%, signal=41%	
GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0006091	GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0006091		152	-0.3471042	-1.2690644	0.034653466	0.28936306	1.0	1509	tags=26%, list=18%, signal=32%	
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724		71	-0.39312875	-1.2681298	0.078175895	0.29032737	1.0	1963	tags=32%, list=24%, signal=42%	
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670		87	-0.37858385	-1.2671598	0.06037736	0.29140177	1.0	1275	tags=31%, list=16%, signal=36%	
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031397	NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031397		45	-0.42346454	-1.2666543	0.09620991	0.29174036	1.0	1286	tags=27%, list=16%, signal=31%	
TCA CYCLE%BIOCYC%PWY66-398	TCA CYCLE%BIOCYC%PWY66-398		17	-0.543659	-1.2660092	0.1711111	0.29232374	1.0	1838	tags=41%, list=22%, signal=53%	
POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961	POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961		19	-0.5239191	-1.2659715	0.16507177	0.29189816	1.0	1637	tags=42%, list=20%, signal=52%	
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060760	POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060760		21	-0.50742847	-1.2649049	0.15058823	0.29310784	1.0	1637	tags=38%, list=20%, signal=47%	
3-METHYLGLUTACONIC ACIDURIA TYPE III%SMPDB%SMP0000140	3-METHYLGLUTACONIC ACIDURIA TYPE III%SMPDB%SMP0000140		23	-0.47986537	-1.2646557	0.1725	0.29309487	1.0	2320	tags=39%, list=28%, signal=54%	
MEIOSIS I CELL CYCLE PROCESS%GOBP%GO:0061982	MEIOSIS I CELL CYCLE PROCESS%GOBP%GO:0061982		33	-0.45023128	-1.2645714	0.13489737	0.29275757	1.0	1990	tags=33%, list=24%, signal=44%	
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944		87	-0.37858385	-1.264513	0.062043797	0.29236913	1.0	1275	tags=31%, list=16%, signal=36%	
REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697	REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697		144	-0.34317675	-1.2610421	0.019900497	0.29745448	1.0	1751	tags=33%, list=21%, signal=41%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		53	-0.40783167	-1.2601886	0.094801225	0.29830283	1.0	1751	tags=36%, list=21%, signal=45%	
DNA STRAND ELONGATION%GOBP%GO:0022616	DNA STRAND ELONGATION%GOBP%GO:0022616		16	-0.5397133	-1.2601221	0.17449665	0.29788843	1.0	1572	tags=31%, list=19%, signal=39%	
PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0070585	PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0070585		56	-0.41159725	-1.2585167	0.108359136	0.29998517	1.0	1547	tags=45%, list=19%, signal=55%	
INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 81%909733	INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 81%909733		51	-0.40959808	-1.2572109	0.10714286	0.30167115	1.0	1396	tags=24%, list=17%, signal=28%	
BRANCHED-CHAIN AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009083	BRANCHED-CHAIN AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009083		15	-0.5363838	-1.2558978	0.1918736	0.30333796	1.0	3452	tags=80%, list=42%, signal=138%	
TNF SIGNALING%REACTOME%R-HSA-75893.10	TNF SIGNALING%REACTOME%R-HSA-75893.10		41	-0.4315709	-1.2542189	0.11143695	0.305582	1.0	439	tags=15%, list=5%, signal=15%	
ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456		20	-0.5031061	-1.2532456	0.16169155	0.30670524	1.0	1540	tags=35%, list=19%, signal=43%	
HOMOLOGOUS RECOMBINATION%GOBP%GO:0035825	HOMOLOGOUS RECOMBINATION%GOBP%GO:0035825		24	-0.48608717	-1.251154	0.14987715	0.30974355	1.0	1572	tags=25%, list=19%, signal=31%	
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818		47	-0.4129786	-1.250073	0.11940298	0.31098187	1.0	2328	tags=34%, list=28%, signal=47%	
MIRNA-MEDIATED POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0035195	MIRNA-MEDIATED POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0035195		23	-0.48172224	-1.2500334	0.17894737	0.31054807	1.0	549	tags=22%, list=7%, signal=23%	
POSITIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032732	POSITIVE REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032732		32	-0.4499117	-1.2490909	0.1436464	0.3116041	1.0	2143	tags=44%, list=26%, signal=59%	
CELLULAR DETOXIFICATION%GOBP%GO:1990748	CELLULAR DETOXIFICATION%GOBP%GO:1990748		24	-0.49045202	-1.248979	0.19035533	0.31131783	1.0	1595	tags=25%, list=19%, signal=31%	
CILIOPATHIES%WIKIPATHWAYS_20240310%WP4803%HOMO SAPIENS	CILIOPATHIES%WIKIPATHWAYS_20240310%WP4803%HOMO SAPIENS		60	-0.3987811	-1.2488605	0.12658228	0.31104386	1.0	2558	tags=47%, list=31%, signal=67%	
SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801	SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801		16	-0.53313434	-1.2486492	0.20187794	0.3109305	1.0	1181	tags=25%, list=14%, signal=29%	
PYRUVATE METABOLISM%REACTOME%R-HSA-70268.9	PYRUVATE METABOLISM%REACTOME%R-HSA-70268.9		29	-0.45762888	-1.2483658	0.1495098	0.3108943	1.0	524	tags=21%, list=6%, signal=22%	
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764	IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764		192	-0.3392966	-1.2462151	0.022099448	0.31410822	1.0	1410	tags=29%, list=17%, signal=34%	
TELOMERE ORGANIZATION%GOBP%GO:0032200	TELOMERE ORGANIZATION%GOBP%GO:0032200		67	-0.3916657	-1.2451355	0.07720588	0.31537718	1.0	2502	tags=58%, list=31%, signal=83%	
RNA POLYMERASE III ABORTIVE AND RETRACTIVE INITIATION%REACTOME%R-HSA-749476.4	RNA POLYMERASE III ABORTIVE AND RETRACTIVE INITIATION%REACTOME%R-HSA-749476.4		32	-0.45165384	-1.2447509	0.15789473	0.3155265	1.0	1424	tags=25%, list=17%, signal=30%	
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME%R-HSA-76071.4	RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME%R-HSA-76071.4		22	-0.4902517	-1.2426751	0.17766498	0.31846786	1.0	1424	tags=32%, list=17%, signal=38%	
MITOTIC G1/S TRANSITION CHECKPOINT SIGNALING%GOBP%GO:0044819	MITOTIC G1/S TRANSITION CHECKPOINT SIGNALING%GOBP%GO:0044819		15	-0.54155135	-1.240961	0.18693693	0.3208822	1.0	1768	tags=40%, list=22%, signal=51%	
LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002285	LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002285		42	-0.42257446	-1.2395464	0.12997347	0.32281792	1.0	2281	tags=55%, list=28%, signal=76%	
ISOVALERIC ACIDEMIA%PATHWHIZ%PW000500	ISOVALERIC ACIDEMIA%PATHWHIZ%PW000500		23	-0.47986537	-1.2395451	0.1573604	0.3223147	1.0	2320	tags=39%, list=28%, signal=54%	
C-TYPE LECTIN RECEPTORS (CLRS)%REACTOME DATABASE ID RELEASE 81%5621481	C-TYPE LECTIN RECEPTORS (CLRS)%REACTOME DATABASE ID RELEASE 81%5621481		100	-0.3679348	-1.2386088	0.09386282	0.32337236	1.0	1473	tags=36%, list=18%, signal=43%	
PROTEIN TARGETING%GOBP%GO:0006605	PROTEIN TARGETING%GOBP%GO:0006605		149	-0.35338047	-1.2385061	0.042918455	0.32305357	1.0	1262	tags=26%, list=15%, signal=30%	
MITOTIC G1 DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0031571	MITOTIC G1 DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0031571		15	-0.54155135	-1.2384293	0.20086393	0.32268187	1.0	1768	tags=40%, list=22%, signal=51%	
CITRIC ACID CYCLE (TCA CYCLE)%REACTOME%R-HSA-71403.5	CITRIC ACID CYCLE (TCA CYCLE)%REACTOME%R-HSA-71403.5		26	-0.47105595	-1.2377446	0.1591512	0.3233812	1.0	1838	tags=35%, list=22%, signal=44%	
3-HYDROXYISOBUTYRIC ACIDURIA%PATHWHIZ%PW000498	3-HYDROXYISOBUTYRIC ACIDURIA%PATHWHIZ%PW000498		23	-0.47986537	-1.2371784	0.16235293	0.32382777	1.0	2320	tags=39%, list=28%, signal=54%	
M PHASE%REACTOME%R-HSA-68886.5	M PHASE%REACTOME%R-HSA-68886.5		269	-0.32254222	-1.2370504	0.0	0.32355845	1.0	1430	tags=24%, list=17%, signal=28%	
BETA-KETOTHIOLASE DEFICIENCY%SMPDB%SMP0000173	BETA-KETOTHIOLASE DEFICIENCY%SMPDB%SMP0000173		23	-0.47986537	-1.2370361	0.1723301	0.32307753	1.0	2320	tags=39%, list=28%, signal=54%	
3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141	3-METHYLGLUTACONIC ACIDURIA TYPE IV%SMPDB%SMP0000141		23	-0.47986537	-1.2364233	0.19072165	0.32366276	1.0	2320	tags=39%, list=28%, signal=54%	
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 1 PROMOTER%REACTOME%R-HSA-76061.4	RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 1 PROMOTER%REACTOME%R-HSA-76061.4		23	-0.4808096	-1.2357961	0.20293398	0.3242288	1.0	1424	tags=30%, list=17%, signal=37%	
MEIOSIS I%GOBP%GO:0007127	MEIOSIS I%GOBP%GO:0007127		32	-0.45048958	-1.235013	0.17414248	0.32508147	1.0	1990	tags=34%, list=24%, signal=45%	
3-HYDROXYISOBUTYRIC ACID DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000521	3-HYDROXYISOBUTYRIC ACID DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000521		23	-0.47986537	-1.2342539	0.17910448	0.32590392	1.0	2320	tags=39%, list=28%, signal=54%	
IMMUNE EFFECTOR PROCESS%GOBP%GO:0002252	IMMUNE EFFECTOR PROCESS%GOBP%GO:0002252		131	-0.34550944	-1.2332088	0.05531915	0.32720917	1.0	1597	tags=33%, list=19%, signal=40%	
MRNA 3'-END PROCESSING%REACTOME DATABASE ID RELEASE 81%72187	MRNA 3'-END PROCESSING%REACTOME DATABASE ID RELEASE 81%72187		48	-0.41343006	-1.2325034	0.16666667	0.32788074	1.0	1501	tags=27%, list=18%, signal=33%	
KIDNEY DEVELOPMENT%GOBP%GO:0001822	KIDNEY DEVELOPMENT%GOBP%GO:0001822		39	-0.42629296	-1.2321731	0.1615599	0.3279327	1.0	2105	tags=38%, list=26%, signal=52%	
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098		83	-0.37331307	-1.2314074	0.10877193	0.32878074	1.0	1212	tags=31%, list=15%, signal=36%	
NUCLEOTIDE-BINDING DOMAIN, LEUCINE RICH REPEAT CONTAINING RECEPTOR (NLR) SIGNALING PATHWAYS%REACTOME%R-HSA-168643.3	NUCLEOTIDE-BINDING DOMAIN, LEUCINE RICH REPEAT CONTAINING RECEPTOR (NLR) SIGNALING PATHWAYS%REACTOME%R-HSA-168643.3		42	-0.42470184	-1.2311131	0.14775726	0.3287722	1.0	1330	tags=29%, list=16%, signal=34%	
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652		44	-0.41257697	-1.2305871	0.13832854	0.3291711	1.0	1751	tags=36%, list=21%, signal=46%	
DNA REPLICATION%PANTHER PATHWAY%P00017	DNA REPLICATION%PANTHER PATHWAY%P00017		15	-0.54564863	-1.2288153	0.20568928	0.3317561	1.0	2502	tags=47%, list=31%, signal=67%	
REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764	REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764		47	-0.41364574	-1.2276907	0.12215909	0.33315793	1.0	1600	tags=34%, list=20%, signal=42%	
THE ONCOGENIC ACTION OF L-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%PATHWHIZ%PW002451	THE ONCOGENIC ACTION OF L-2-HYDROXYGLUTARATE IN HYDROXYGLUTARIC ACIDURIA%PATHWHIZ%PW002451		22	-0.4727337	-1.2265036	0.17705736	0.33466572	1.0	705	tags=18%, list=9%, signal=20%	
TELOMERE MAINTENANCE%GOBP%GO:0000723	TELOMERE MAINTENANCE%GOBP%GO:0000723		63	-0.38535735	-1.2262238	0.12162162	0.33462754	1.0	2502	tags=59%, list=31%, signal=84%	
ISOVALERIC ACIDURIA%PATHWHIZ%PW000091	ISOVALERIC ACIDURIA%PATHWHIZ%PW000091		23	-0.47986537	-1.2250129	0.17929293	0.33621803	1.0	2320	tags=39%, list=28%, signal=54%	
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001		39	-0.42629296	-1.2235676	0.15119363	0.33814946	1.0	2105	tags=38%, list=26%, signal=52%	
MAPLE SYRUP URINE DISEASE%PATHWHIZ%PW000064	MAPLE SYRUP URINE DISEASE%PATHWHIZ%PW000064		23	-0.47986537	-1.2233077	0.18867925	0.33813938	1.0	2320	tags=39%, list=28%, signal=54%	
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702	POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702		46	-0.40873352	-1.22294	0.14730878	0.33826724	1.0	745	tags=15%, list=9%, signal=17%	
PROPIONIC ACIDEMIA%PATHWHIZ%PW000062	PROPIONIC ACIDEMIA%PATHWHIZ%PW000062		23	-0.47986537	-1.2227182	0.18670076	0.33814394	1.0	2320	tags=39%, list=28%, signal=54%	
MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20240310%WP4922%HOMO SAPIENS	MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20240310%WP4922%HOMO SAPIENS		17	-0.505224	-1.2224686	0.19392523	0.33808526	1.0	1741	tags=47%, list=21%, signal=60%	
ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000523	ISOBUTYRYL-COA DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000523		23	-0.47986537	-1.2216374	0.20374708	0.33907914	1.0	2320	tags=39%, list=28%, signal=54%	
3-METHYLGLUTACONIC ACIDURIA TYPE I%SMPDB%SMP0000139	3-METHYLGLUTACONIC ACIDURIA TYPE I%SMPDB%SMP0000139		23	-0.47986537	-1.2214459	0.20812182	0.33893037	1.0	2320	tags=39%, list=28%, signal=54%	
VALINE, LEUCINE, AND ISOLEUCINE DEGRADATION%PATHWHIZ%PW000051	VALINE, LEUCINE, AND ISOLEUCINE DEGRADATION%PATHWHIZ%PW000051		23	-0.47986537	-1.220652	0.18526785	0.33972672	1.0	2320	tags=39%, list=28%, signal=54%	
NEGATIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901874	NEGATIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901874		51	-0.3957145	-1.2196136	0.14240506	0.3410803	1.0	1286	tags=25%, list=16%, signal=30%	
TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME DATABASE ID RELEASE 81%72202	TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME DATABASE ID RELEASE 81%72202		69	-0.38288838	-1.2192355	0.118589744	0.34125587	1.0	1831	tags=33%, list=22%, signal=43%	
2-METHYL-3-HYDROXYBUTYRYL-COA DEHYDROGENASE DEFICIENCY%PATHWHIZ%PW000061	2-METHYL-3-HYDROXYBUTYRYL-COA DEHYDROGENASE DEFICIENCY%PATHWHIZ%PW000061		23	-0.47986537	-1.2181226	0.21079692	0.34267393	1.0	2320	tags=39%, list=28%, signal=54%	
POSITIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048639	POSITIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048639		18	-0.50208837	-1.2177516	0.21064815	0.34282312	1.0	1117	tags=28%, list=14%, signal=32%	
3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY%PATHWHIZ%PW000063	3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY%PATHWHIZ%PW000063		23	-0.47986537	-1.2173442	0.19010417	0.34304255	1.0	2320	tags=39%, list=28%, signal=54%	
RESPONSE OF MTB TO PHAGOCYTOSIS%REACTOME%R-HSA-9637690.3	RESPONSE OF MTB TO PHAGOCYTOSIS%REACTOME%R-HSA-9637690.3		20	-0.49335262	-1.2172819	0.21534653	0.34264144	1.0	439	tags=20%, list=5%, signal=21%	
RSV-HOST INTERACTIONS%REACTOME DATABASE ID RELEASE 81%9833110	RSV-HOST INTERACTIONS%REACTOME DATABASE ID RELEASE 81%9833110		52	-0.40569016	-1.217081	0.14985591	0.3425013	1.0	1526	tags=35%, list=19%, signal=42%	
PROCESSING OF CAPPED INTRONLESS PRE-MRNA%REACTOME DATABASE ID RELEASE 81%75067	PROCESSING OF CAPPED INTRONLESS PRE-MRNA%REACTOME DATABASE ID RELEASE 81%75067		22	-0.4773536	-1.2157787	0.18337408	0.34424555	1.0	1377	tags=36%, list=17%, signal=44%	
NONHOMOLOGOUS END-JOINING (NHEJ)%REACTOME%R-HSA-5693571.3	NONHOMOLOGOUS END-JOINING (NHEJ)%REACTOME%R-HSA-5693571.3		25	-0.46178493	-1.2147968	0.16666667	0.34549692	1.0	1645	tags=36%, list=20%, signal=45%	
METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000384	METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY%SMPDB%SMP0000384		23	-0.47986537	-1.2147609	0.18203883	0.34504297	1.0	2320	tags=39%, list=28%, signal=54%	
TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME DATABASE ID RELEASE 81%6796648	TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME DATABASE ID RELEASE 81%6796648		48	-0.4038755	-1.2135334	0.14497042	0.346707	1.0	1376	tags=29%, list=17%, signal=35%	
IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002757	IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002757		173	-0.33180892	-1.2131486	0.05050505	0.3469265	1.0	1410	tags=28%, list=17%, signal=33%	
VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS	VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF DELTANP63 ISOFORMS		20	-0.47427744	-1.2107912	0.19856459	0.35063392	1.0	1111	tags=20%, list=14%, signal=23%	
POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871	POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871		32	-0.4295333	-1.2105268	0.19210526	0.35061628	1.0	442	tags=16%, list=5%, signal=16%	
3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY TYPE I%SMPDB%SMP0000237	3-METHYLCROTONYL-COA CARBOXYLASE DEFICIENCY TYPE I%SMPDB%SMP0000237		23	-0.47986537	-1.2094901	0.19612591	0.35193184	1.0	2320	tags=39%, list=28%, signal=54%	
DNA STRAND ELONGATION%REACTOME%R-HSA-69190.4	DNA STRAND ELONGATION%REACTOME%R-HSA-69190.4		23	-0.4720732	-1.209154	0.20680629	0.35198092	1.0	3261	tags=65%, list=40%, signal=108%	
METHYLMALONIC ACIDURIA%SMPDB%SMP0000200	METHYLMALONIC ACIDURIA%SMPDB%SMP0000200		23	-0.47986537	-1.207864	0.19181585	0.3536591	1.0	2320	tags=39%, list=28%, signal=54%	
NEGATIVE REGULATORS OF RIG-I MDA5 SIGNALING%REACTOME DATABASE ID RELEASE 81%936440	NEGATIVE REGULATORS OF RIG-I MDA5 SIGNALING%REACTOME DATABASE ID RELEASE 81%936440		31	-0.4399807	-1.2069838	0.18372704	0.35467237	1.0	1809	tags=32%, list=22%, signal=41%	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168	POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168		34	-0.42737702	-1.2064347	0.17344174	0.35519078	1.0	2096	tags=44%, list=26%, signal=59%	
POSITIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050685	POSITIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050685		20	-0.48253852	-1.2058307	0.2302483	0.35577872	1.0	2806	tags=65%, list=34%, signal=99%	
MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132	MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132		17	-0.50790924	-1.204616	0.22772278	0.35747048	1.0	2918	tags=59%, list=36%, signal=91%	
TRANSCRIPTIONAL REGULATION BY RUNX2%REACTOME DATABASE ID RELEASE 81%8878166	TRANSCRIPTIONAL REGULATION BY RUNX2%REACTOME DATABASE ID RELEASE 81%8878166		73	-0.37306255	-1.2046059	0.14035088	0.35697168	1.0	1422	tags=36%, list=17%, signal=43%	
REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125	REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125		15	-0.5304328	-1.2039971	0.22632794	0.3575201	1.0	2072	tags=47%, list=25%, signal=62%	
DEFENSE RESPONSE TO SYMBIONT%GOBP%GO:0140546	DEFENSE RESPONSE TO SYMBIONT%GOBP%GO:0140546		256	-0.31167814	-1.2039802	0.030674847	0.35703462	1.0	1815	tags=30%, list=22%, signal=38%	
PROTEIN INSERTION INTO MEMBRANE%GOBP%GO:0051205	PROTEIN INSERTION INTO MEMBRANE%GOBP%GO:0051205		22	-0.48167568	-1.2024521	0.20476191	0.3592124	1.0	1489	tags=41%, list=18%, signal=50%	
SNRNA PROCESSING%GOBP%GO:0016180	SNRNA PROCESSING%GOBP%GO:0016180		18	-0.50803065	-1.202442	0.2260274	0.35871392	1.0	1596	tags=33%, list=19%, signal=41%	
